DATE ARRET;CDGI;QUARTIER;TYPE DE VOIE;PREFIXE de VOIE;NOM de VOIE;Libellé VOIE;CVOIE;HISTORIQUE;LARGEUR;LONG;DETAIL;ARRONDISSEMENT;STATUT PRESUME;DEBUT;FIN
1877-01-02T00:53:28+00:53;0511;Combat.;passage;de l';atlas;passage de l'Atlas;0486;"Historique. ~ Précédemment partie de l'impasse Rébeval dans le tronçon A et partie de la rue Richer dans la partie B. L'impasse Rébeval était dénommée antérieurement impasse Saint-Laurent.
Orig. du nom. ~ Voisinage de la rue de l'Atlas.";8.0;70.0;"Classement. ~ Déc. du 23 mai 1863 (classement dans la voirie parisienne), entre la rue de l'Atlas, n° 10 bis, et la partie en retour d'équerre sur la rue de l'Atlas, n° 16 (A). Précédemment voie de l'ancienne commune de Belleville. Déc. du 8 juillet 1875, le surplus de la voie (B).
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 21 juillet 1843, au droit du n° 8, sur une longueur de 20 m environ avant le côté pair de la partie B. Déc. du 8 juillet 1875, le surplus.
Nivellement. ~ Déc. du 8 juillet 1875.
Numérotage. ~ Arr. du 10 mai 1878.
Dénomination. ~ Arr. du 1er février 1877.";XIXe;voie publique;rue de l'Atlas, 10 bis.;rue de l'Atlas, 14.
;6124;Gaillon.;rue;;marsollier;rue Marsollier;6045;"Orig. du nom. ~ Benoît Joseph Marsollier des Vivetières (1759-1817), auteur de livrets d'opéras comiques ; voisinage de l'ancienne salle Ventadour.";12.0;100.0;"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 8 octobre 1826, sauf au droit des nos 15 (partie), 17 et 19.
Dénomination. ~ Voie dénommée en 1829.";IIe;voie publique;rue Méhul, 1, et rue Dalayrac, 1.;rue Monsigny, 1 et rue Dalayrac, 19.
;3735;Enfants Rouges.;rue;du;forez;rue du Forez;3746;"Orig. du nom. ~ Province du Forez ; voisinage de la place de France projetée par Henri IV.";10.0;42.0;"Ouverture. ~ Ouverte en 1626.
Alignements (non retenus au PSMV du Marais). ~ Ord. du 16 mai 1833.";IIIe;voie publique;rue Charlot, 57.;rue de Picardie, 20.
1867-02-27T00:53:28+00:53;4790;Arsenal.;rue;;jacques coeur;rue Jacques Coeur;4712;"Orig. du nom. ~ Jacques Coeur (1395-1456), argentier de Charles VII ; voisinage de l'ancien Hôtel Saint-Paul.
Historique. ~ Précédemment partie de la rue de l'Orme, ouverte en 1829 sur l'emplacement de la place de l'Arsenal ou des Armes, de la Chaussée de l'Arsenal et du passage des Fontaines de la Bastille.";12.0;166.0;"Ouverture. ~ Ord. du 25 février 1829.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 28 juillet 1866 (UP), avant la rue Saint-Antoine, sur une longueur de 12 m, côté pair. Ord. du 25 février 1829, le surplus du côté pair et, côté impair, entre le boulevard Henri IV et la rue de la Cerisaie.
Alignements (non retenus au PSMV du Marais). ~ Déc. du 28 juillet 1866 (UP), avant la rue Saint-Antoine, sur une longueur de 10 m, côté impair. Ord. du 25 février 1829, côté impair, entre l'alignement précédent et le boulevard Henri IV.
Numérotage. ~ Arr. du 1er mai 1879.
Dénomination. ~ Déc. du 27 février 1867.";IVe;voie publique;rue de la Cerisaie, 4-4 bis.;rue Saint-Antoine, 3.
;0887;Faubourg Montmartre.;cité;;bergère;cité Bergère;0884;"Orig. du nom. ~ Voisinage de la rue Bergère.
Historique. ~ Jacoubet l'indique sous le nom de passage Montmartre.";3.0;180.0;"Création. ~ Créée en 1825.
Assainissement. ~ Arr. mun. du 16 juillet 1985.";IXe;voie privée;rue du Faubourg Montmartre, 6.;rue Bergère, 23.
1880-03-19T00:53:28+00:53;9872;Rochechouart.;rue;;viollet-le-duc;rue Viollet-Le-Duc;9844;Orig. du nom. ~ Eugène Emmanuel Viollet-le-Duc (1814-1879), architecte français.;12.0;91.0;"Ouverture. ~ Ouverte en 1879.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 29 avril 1881.
Numérotage. ~ Arr. du 31 janvier 1881.
Dénomination. ~ Déc. du 19 mars 1880.";IXe;voie publique;rue Lallier, 1.;boulevard de Rochechouart, 57 bis.
;9439;Faubourg Montmartre.;cité;de;trévise;cité de Trévise;9433;Orig. du nom. ~ Voisinage de la rue de Trévise.;7.6;190.0;"Ouverture. ~ Ouverte en 1840.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 30 décembre 1986.";IXe;voie publique;rue Richer, 14-18.;rue Bleue, 7.
1988-12-21T01:00:00+01:00;7264;Belleville.;rue;du;père julien dhuit;rue du Père Julien Dhuit;7219;"Orig. du nom. ~ Père Julien Dhuit (Chartres, 1872-1948), prêtre en 1897, il fut chargé du patronage Saint-Pierre de Ménilmontant à Paris qu'il dirigea pendant 45 ans. Il fonda des colonies de vacances et participa à la fondation d'une école professionnelle.
Historique. ~ Voie créée dans le cadre de l'aménagement de la Zac `Belleville`. Elle avait été provisoirement dénommée CQ/20.";5.0;76.0;Dénomination. ~ Arr. mun. du 21 décembre 1988.;XXe;voie publique;rue Piat, 36.;allée du Père Julien Dhuit.
1998-12-16T01:00:00+01:00;8833;Père Lachaise.;villa;de la;saulaie;villa de la Saulaie;8473;Orig. du nom. ~ Voie largement plantée de saules blancs.;10.0;90.0;Dénomination. ~ Déc. mun. du 16 décembre 1998.;XXe;voie privée;boulevard de Charonne, 168.;
;9035;Père Lachaise.;villa;;souchet;villa Souchet;8653;Orig. du nom. ~ M. Souchet, propriétaire.;3.3;82.0;;XXe;voie privée;avenue Gambetta, 105.;rue Orfila, 100.
;X463;Javel.;voie;;cw/15;voie CW/15;Y948;Historique. ~ voie projetée pour la circulation du Tramway.;;;;XVe;voie privée destinée à devenir publique;voie AD/15.;
2011-10-18T02:00:00+02:00;5759;Goutte d'Or.;place;;louis baillot;place Louis Baillot;5716;Orig. du nom.~ Louis Baillot (Paris, 1924-2007), résistant et homme politique. Il est député de Paris de 1967 à 1968 et de 1973 à 1978, député européen de 1979 à 1989.;20.0;48.0;Dénomination.~ Délib. mun. du 17 et 18 octobre 2011.;XVIIIe;voie publique;intersection de la rue Ordener et rue Marcadet.;
2013-01-10T01:00:00+01:00;5789;Faubourg du Roule.;allée;;louis de funès;allée Louis de Funès;5724;"Historique.~ Allée précédemment dénommée voie M/8, créée dans le cadre de la ZAC `Beaujon`.
Orig. Du nom.~ Louis de Funès (1914-1983)  acteur de théâtre et de cinéma.";8.0;75.0;Dénomination.~ Agrément du 1er octobre 2013.;VIIIe;voie privée destinée à devenir publique;rue Laure Diebold.;
2013-12-18T01:00:00+01:00;2087;Saint-Fargeau.;esplanade;;claude luter;esplanade Claude Luter;2099;"Historique.~ Voie créée dans le cadre de l'aménagement de la ZAC `Porte des Lilas` et précédemment dénommée voie FR/20.
Orig. du nom.~ Claude Luter (Paris, 1923-Poissy, 2006) clarinettiste, saxophoniste soprano et chef d'orchestre de jazz, personnalité marquante de l'âge d'or des caves de Saint-Germain dans l'après-guerre.";27.0;60.0;Dénomination.~ Délib. mun. des 16, 17 et 18 décembre 2013.;XXe;voie publique;voie Alphonse Loubat, 5.;place du Maquis du Vercors, 8.
;X594;plaisance.;voie;;bx/14;voie bx/14;Y972;Historique.~ Voie créée dans le cadre du GPRU `Plaisance-Porte de Vanves-Hôpital Broussais`.;;;;XIVe;voie privée;rue Hervé Guibert, 5.;rue Huguette Schwartz, 7.
1884-08-30T00:53:28+00:53;1390;Combat.;rue;;burnouf;rue Burnouf;1384;"Orig. du nom. ~ Eugène Burnouf (1801-1852), savant orientaliste.
Historique. ~ Précédemment, rue Friry. Ouverte par la Ville de Paris en 1881.";12.0;180.0;Dénomination. ~ Arr. du 30 août 1884.;XIXe;voie publique;boulevard de la Villette, 66.;avenue Simon Bolivar, 87.
1992-08-13T02:00:00+02:00;1400;Combat.;villa;des;buttes chaumont;villa des Buttes Chaumont;1389;Historique. ~ Elle avait été provisoirement dénommée CL/19,;3.0;190.0;Dénomination. ~ Déc. mun. du 13 août 1992.;XIXe;voie privée;rue de la Villette, 73.;en impasse
1994-01-14T01:00:00+01:00;3659;Villette. Pont de Flandre.;avenue;de;flandre;avenue de Flandre;3673;"Orig. du nom. ~ Commencement de la route nationale qui se dirige vers la Flandre.
Historique. ~ Précédemment rue de Flandre (partie de la RN n° 2). A porté les noms suivants dans l'espace de plusieurs siècles : chemin de Senlis, chemin de Louvres, chaussée de la Villette, chemin du Bourget, route de Compiègne et de Flandre, chemin pavé de la Villette. Sur le plan de Verniquet, grande rue de la Villette. Un arr. préf. du 24 juin 1907 avait dénommé avenue du Pont de Flandre la partie de la rue de Flandre comprise entre le pont du chemin de fer de Ceinture et le boulevard Macdonald. Un arr. du 18 décembre 1944 a attribué à cette partie le nom d'avenue Corentin Cariou.";50.0;1485.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment partie de la route nationale n° 2.
Dénomination. ~ Arr. mun. du 14 janvier 1994.
Alignements (retenus au POS et non repris au PLU). ~ Arr. du 21 février 1967, au droit des nos 35 à 107.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 30 janvier 1930, le surplus du côté pair. Arr. du 21 février 1967, le surplus du côté impair et pans coupés côté pair, aux angles de la rue de Crimée.
Alignements (retenus au PAZ de la Zac ""Flandre-Sud"" et non repris au PLU). ~ Arr. du 21 février 1967, au droit des nos 1 à 33.
Alignements (retenus au PAZ de la Zac ""Bassin de la Villette"" et non repris au PLU). ~ Arr. du 30 janvier 1930, au droit des nos 2 à 28.
Alignements (non retenus PAZ de la Zac ""Flandre-Nord"" et non repris au PLU). ~ Arr. du 21 février 1967, au droit des nos 133 à 143 et 147 à 171.
Déclassement.~ Délib. DLH du 29 et 30 septembre 2009 au droit des numéros 159 à 165.
Nivellement. ~ Arr. du 21 février 1967.";XIXe;voie publique;boulevard de la Villette, 210, et quai de la Seine, 1.;pont du chemin de fer de Ceinture.
1946-08-06T02:00:00+02:00;4147;Saint-Lambert.;rue;;georges pitard;rue Georges Pitard;4092;"Orig. du nom. ~ Georges Pitard (1897-1941), avocat, otage fusillé par les allemands au mont Valérien.
Historique. ~ Précédemment, rue Jeanne. Son débouché sur la rue de Vouillé a été dénommé place du Général Monclar par arr. mun. du 27 juillet 1979.";10.0;225.0;"Classement. ~ Déc. du 23 mai 1863.
Dénomination. ~ Arr. du 8 juin 1946.";XVe;voie publique;rue de la Procession, 88.;place du Général Monclar, 35.
1974-10-23T01:00:00+01:00;2845;Villette.;rue;du;docteur lamaze;rue du Docteur Lamaze;2867;"Orig. du nom. ~ Fernand Lamaze (Mirecourt, 1891-1957), docteur auquel on doit l'introduction en France de la méthode psychoprophylactique d'accouchement sans douleur.
Historique. ~ Ouverte dans le cadre de l'aménagement de l'îlot Riquet. Elle avait été provisoirement dénommée AF/19.";9.0;105.0;"Ouverture. ~ Ouverte en 1970.
Dénomination. ~ Arr. du 23 octobre 1974.";XIXe;voie publique;rue Riquet, 36.;rue Archereau, 10.
;8816;Saint-Lambert.;villa;;santos-dumont;villa Santos-Dumont;8457;"Orig. du nom. ~ Voisinage de la rue Santos-Dumont.
Historique. ~ Précédemment villa Chauvelot.";6.0;110.0;"Nota. ~ voie privée ouverte à la circulation publique (arr. du 23 juin 1959).
Création. ~ Créée en 1926.
Assainissement. ~ Arr. des 16 mai et 9 novembre 1967.
Dénomination. ~ Voie dénommée en 1943.";XVe;voie privée;rue Santos-Dumont, 32.;en impasse
;R062;Auteuil.;chemin;des;gravilliers;chemin des Gravilliers;Z062;"Historique. ~ Situé autrefois sur le territoire de Boulogne-Billancourt annexé à Paris par décret du 3 avril 1925.
Site classé. ~ Le bois de Boulogne a été classé comme site par arr. min. du 28 septembre 1957.";4.0;470.0;Observation. ~ Situé dans le bois de Boulogne.;XVIe;voie publique;route du Point du Jour à Suresnes.;avenue de l'Hippodrome.
;8029;Muette.;rue;du;ranelagh;rue du Ranelagh;8043;"Orig. du nom. ~ Conduit au Ranelagh.
Historique. ~ Cette rue a absorbé la sente du Calvaire et une partie de la sente des Chenilles. La sente des Chenilles portait anciennement le nom de chemin de la Briqueterie.";20.0;1135.0;"Ouverture. ~ Déc. du 29 mai 1867, entre la rue Davioud et l'avenue Mozart (B). Déc. du 14 juillet 1877, entre l'avenue Mozart et le boulevard de Beauséjour (C).
Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863, entre l'avenue du Président Kennedy et la rue Davioud (A). Précédemment voie de l'ancienne commune de Passy dans cette partie.
Alignements (non retenus au POS et non repris au PLU). ~ Arr. du 12 octobre 1950, côté impair, partie M. Déc. du 25 septembre 1883, le surplus de la partie A. Déc. du 29 mai 1867, partie B. Déc. du 14 juillet 1877, partie C.
Nivellement. ~ Arr. du 12 octobre 1950, partie M. Déc. du 25 septembre 1883, le surplus de la partie A. Déc. du 14 juillet 1877, partie C.";XVIe;voie publique;avenue du Président Kennedy, 106.;boulevard de Beauséjour, 59.
1868-10-08T00:53:28+00:53;8472;Chaillot.;rue;de;saïgon;rue de Saïgon;8421;"Orig. du nom. ~ Ville de l'ex-Union française, autrefois capitale de la Cochinchine.
Historique. ~ Précédemment, rue de la Pelouse.";10.0;100.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment, voie de l'ancienne commune de Passy.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 3 septembre 1850. Déc. du 2 avril 1894, pan coupé côté impair, à l'angle de la rue d'Argentine.
Dénomination. ~ Déc. du 10 août 1868.";XVIe;voie publique;rue Rude, 3.;rue d'Argentine, 4.
1880-01-05T00:53:28+00:53;1984;Batignolles.;rue;de;chéroy;rue de Chéroy;1978;"Orig. du nom. ~ Chéroy chef-lieu de canton du département de l'Yonne, où est né M. Puteaux, ancien propriétaire des terrains environnants.
Historique. ~ Précédemment, rue de Cherroy.";7.0;120.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune des Batignolles.
Alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 12 juin 1884.
Numérotage. ~ Arr. du 29 mai 1873.
Dénomination. ~ Arr. du 1er mai 1880 (rectification de l'orthographe du nom).";XVIIe;voie publique;boulevard des Batignolles, 78 bis.;rue des Dames, 99.
1893-12-26T01:00:00+01:00;0304;Ternes.;rue;;anatole de la forge;rue Anatole De La Forge;0301;"Orig. du nom. ~ Anatole de la Forge (1821-1892), publiciste et homme politique ; organisa, en qualité de préfet de l'Aisne, la défense de Saint-Quentin.
Historique. ~ Ouverte par MM. de Rothschild.";14.0;142.0;"Ouverture. ~ Ouverte en 1892.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 23 février 1895.
Dénomination. ~ Arr. du 26 décembre 1893.";XVIIe;voie publique;avenue de la Grande Armée, 16.;avenue Carnot, 21.
;4402;Ternes.;villa;;guizot;villa Guizot;4359;"Orig. du nom. ~ François Pierre Guizot (1787-1874), historien et homme d'Etat français.
Historique. ~ Précédemment, impasse des Acacias.";3.0;68.0;"Création. ~ Voie créée en 1819.
Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 28 juin 1994.
Dénomination. ~ Voie dénommée en 1936.";XVIIe;voie publique;rue des Acacias, 21.;en impasse
;8089;Plaine de Monceaux.;rue;;redon;rue Redon;8086;"Orig. du nom. ~ Odilon Redon (1840-1916), peintre et graveur lithographe français.
Historique. ~ Ouverte par l'Office public d'Habitations de la Ville de Paris sur l'emplacement du bastion 46.";12.0;44.0;"Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 30 avril 1993.
Dénomination. ~ Voie dénommée en 1932.";XVIIe;voie publique;rue de Saint-Marceaux, 12.;rue Sisley, 7.
1995-07-18T02:00:00+02:00;7427;Grandes Carrières.;rue;;pierre dac;rue Pierre Dac;7381;"Orig. du nom. ~ Pierre Dac (Châlons-sur-Marne, 1893-Paris, 1975), chansonnier et journaliste français, créateur de `l'Os à Moelle` ; a collaboré pendant la dernière guerre mondiale à l'émission de la BBC `les français parlent aux français`.
Historique. ~ Précédemment partie de la rue de la Fontaine du But.";10.0;23.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863. Précédemment voie de l'ancienne commune de Montmartre.
Dénomination. ~ Arr. mun. du 18 juillet 1995.";XVIIIe;voie publique;rue Caulaincourt, 95.;rue Lamarck, 53 bis.
1900-07-12T01:00:00+01:00;3498;Necker.;rue;;falguière;rue Falguière;3522;"Orig. du nom. ~ Jean Joseph Alexandre Falguière (1831-1900), sculpteur français.
Historique. ~ Précédemment rue des Fourneaux. Le tronçon B était plus anciennement le chemin des Fourneaux. Cette voie existait en 1516, elle est indiquée à l'état de chemin sur le plan de Roussel (1730).";12.0;1050.0;"Classement dans la voirie parisienne. ~ Déc. du 23 mai 1863, partie B. Cette partie avait été classée dans la voirie de l'ancienne commune de Vaugirard par arrêté préfectoral du 26 octobre 1838.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 14 février 1847, partie A, sauf au droit des nos 31 à 35, parties régies par arr. du 2 mai 1968. Déc. du 22 juillet 1937, pan coupé de 10 m, côté pair, à l'angle de la rue de Vaugirard.
Partie B : Arr. du 20 juillet 1938, au droit du n° 93 bis. Arr. du 4 mai 1961, sur une longueur de 10 m environ après la rue du Cotentin. Arr. du 18 mai 1938, le surplus sauf au droit des nos 99 à 129.
Alignements (non retenus au PAZ de la Zac ""Gare de Vaugirard"" et non repris au PLU). ~ Arr. du 18 mai 1938, au droit des nos 99 à 129.
Nivellement. ~ Déc. du 4 février 1899, entre les rues de Vaugirard et Dalou. Arr. du 18 mai 1938, partie B.
Dénomination. ~ Arr. du 7 décembre 1900.";XVe;voie publique;rue de Vaugirard, 131 bis-133.;place Falguière, 3.
1899-02-08T01:00:00+01:00;4682;Grenelle.;rue;;humblot;rue Humblot;4597;"Orig. du nom. ~ Félix Eugène Edmond Humblot (1830-1899), directeur du Service des Eaux de la Ville de Paris.
Historique. ~ Précédemment partie de la rue Viala.";12.0;125.0;"Ouverture. ~ Ouverte en 1888.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 23 janvier 1911.
Numérotage. ~ Arr. du 16 novembre 1912.
Dénomination. ~ Arr. du 2 août 1899.";XVe;voie publique;boulevard de Grenelle, 61 et place Marcel Cerdan.;rue Daniel Stern, 1.
